date,total_sales,dcoilwtico,transactions,day_of_week,year
2014-05-10,914.0,100.32,108342.0,Saturday,2014
2014-05-11,1150.0,100.32,90945.0,Sunday,2014
2014-05-12,636.0,100.89,76000.0,Monday,2014
2014-05-13,573.0,102.01,73847.0,Tuesday,2014
2014-05-14,780.0,102.63,73257.0,Wednesday,2014
2014-05-15,540.0,101.74,70281.0,Thursday,2014
2014-05-16,530.0,102.31,75778.0,Friday,2014
2014-05-17,1201.0,102.31,91408.0,Saturday,2014
2014-05-18,919.0,102.31,93334.0,Sunday,2014
2014-05-19,511.0,102.95,75548.0,Monday,2014
2014-05-20,785.0,102.8,73023.0,Tuesday,2014
2014-05-21,556.0,104.31,73409.0,Wednesday,2014
2014-05-22,548.0,104.03,68645.0,Thursday,2014
2014-05-23,667.397,105.01,71882.0,Friday,2014
2014-05-24,754.0,105.01,90183.0,Saturday,2014
2014-05-25,1382.333,105.01,88321.0,Sunday,2014
2014-05-26,540.0,105.01,73627.0,Monday,2014
2014-05-27,710.0,104.78,70265.0,Tuesday,2014
2014-05-28,587.0,103.37,71949.0,Wednesday,2014
2014-05-29,807.0,104.26,74837.0,Thursday,2014
2014-05-30,684.0,103.4,77930.0,Friday,2014
2014-05-31,1065.0,103.4,97007.0,Saturday,2014
2014-06-01,1557.0,103.4,101478.0,Sunday,2014
2014-06-02,1158.0,103.07,83193.0,Monday,2014
2014-06-03,879.0,103.34,79665.0,Tuesday,2014
2014-06-04,729.0,103.27,78673.0,Wednesday,2014
2014-06-05,852.0,103.17,73882.0,Thursday,2014
2014-06-06,696.246,103.32,77054.0,Friday,2014
2014-06-07,917.0,103.32,94798.0,Saturday,2014
2014-06-08,949.937,103.32,91509.0,Sunday,2014
2014-06-09,759.0,105.09,76770.0,Monday,2014
2014-06-10,625.0,105.02,72457.0,Tuesday,2014
2014-06-11,764.0,105.04,74691.0,Wednesday,2014
2014-06-12,583.0,107.2,70928.0,Thursday,2014
2014-06-13,632.0,107.49,79126.0,Friday,2014
2014-06-14,983.0,107.49,106217.0,Saturday,2014
2014-06-15,653.0,107.49,81730.0,Sunday,2014
2014-06-16,859.0,107.52,78357.0,Monday,2014
2014-06-17,696.0,106.95,74593.0,Tuesday,2014
2014-06-18,764.0,106.64,73547.0,Wednesday,2014
2014-06-19,752.0,107.08,69533.0,Thursday,2014
2014-06-20,752.0,107.95,74637.0,Friday,2014
2014-06-21,770.0,107.95,90482.0,Saturday,2014
2014-06-22,1092.0,107.95,88830.0,Sunday,2014
2014-06-23,873.0,106.83,74621.0,Monday,2014
2014-06-24,684.0,106.64,69887.0,Tuesday,2014
2014-06-25,572.254,107.04,73770.0,Wednesday,2014
2014-06-26,391.0,106.49,68189.0,Thursday,2014
2014-06-27,657.0,106.46,73887.0,Friday,2014
2014-06-28,983.0,106.46,86469.0,Saturday,2014
2014-06-29,1029.0,106.46,83832.0,Sunday,2014
2014-06-30,680.0,106.07,76339.0,Monday,2014
2014-07-01,1257.0,106.06,79972.0,Tuesday,2014
2014-07-02,795.0,105.18,83075.0,Wednesday,2014
2014-07-03,915.0,104.76,77099.0,Thursday,2014
2014-07-04,973.0,104.76,78171.0,Friday,2014
2014-07-05,1164.0,104.76,92536.0,Saturday,2014
2014-07-06,1825.0,104.76,90910.0,Sunday,2014
2014-07-07,1193.0,104.19,79130.0,Monday,2014
2014-07-08,777.0,104.06,74393.0,Tuesday,2014
2014-07-09,979.0,102.93,73421.0,Wednesday,2014
2014-07-10,756.73,103.61,71722.0,Thursday,2014
2014-07-11,950.0,101.48,74586.0,Friday,2014
2014-07-12,969.0,101.48,89793.0,Saturday,2014
2014-07-13,1234.0,101.48,79840.0,Sunday,2014
2014-07-14,1086.0,101.73,76320.0,Monday,2014
2014-07-15,787.0,100.56,76497.0,Tuesday,2014
2014-07-16,681.0,101.88,77335.0,Wednesday,2014
2014-07-17,853.0,103.84,72365.0,Thursday,2014
2014-07-18,696.373,103.83,76812.0,Friday,2014
2014-07-19,973.0,103.83,88541.0,Saturday,2014
2014-07-20,1349.0,103.83,82660.0,Sunday,2014
2014-07-21,685.0,105.34,77658.0,Monday,2014
2014-07-22,780.0,104.59,73749.0,Tuesday,2014
2014-07-23,980.0,103.81,74346.0,Wednesday,2014
2014-07-24,926.0,102.76,72513.0,Thursday,2014
2014-07-25,1230.0,105.23,78229.0,Friday,2014
2014-07-26,1229.0,105.23,87657.0,Saturday,2014
2014-07-27,1659.0,105.23,81927.0,Sunday,2014
2014-07-28,625.0,105.68,77123.0,Monday,2014
2014-07-29,974.0,104.91,73622.0,Tuesday,2014
2014-07-30,843.0,104.29,74905.0,Wednesday,2014
2014-07-31,963.0,98.23,75434.0,Thursday,2014
2014-08-01,1022.0,97.86,87196.0,Friday,2014
2014-08-02,1384.0,97.86,97649.0,Saturday,2014
2014-08-03,1169.0,97.86,90780.0,Sunday,2014
2014-08-04,921.0,98.26,83158.0,Monday,2014
2014-08-05,831.0,97.34,79178.0,Tuesday,2014
2014-08-06,884.0,96.93,78787.0,Wednesday,2014
2014-08-07,902.0,97.34,74620.0,Thursday,2014
2014-08-08,685.0,97.61,78698.0,Friday,2014
2014-08-09,1018.0,97.61,88010.0,Saturday,2014
2014-08-10,1285.0,97.61,82185.0,Sunday,2014
2014-08-11,753.0,98.09,78908.0,Monday,2014
2014-08-12,758.0,97.36,73280.0,Tuesday,2014
2014-08-13,1048.0,97.57,76370.0,Wednesday,2014
2014-08-14,644.0,95.54,73787.0,Thursday,2014
2014-08-15,643.0,97.3,81345.0,Friday,2014
2014-08-16,1309.0,97.3,91797.0,Saturday,2014
2014-08-17,1078.0,97.3,87306.0,Sunday,2014
2014-08-18,862.0,96.44,80849.0,Monday,2014
2014-08-19,707.0,94.35,77282.0,Tuesday,2014
2014-08-20,719.0,96.4,79897.0,Wednesday,2014
2014-08-21,913.0,93.97,75218.0,Thursday,2014
2014-08-22,743.0,93.61,78705.0,Friday,2014
2014-08-23,1242.0,93.61,89623.0,Saturday,2014
2014-08-24,858.0,93.61,85697.0,Sunday,2014
2014-08-25,1149.0,95.39,77287.0,Monday,2014
2014-08-26,762.0,95.78,74029.0,Tuesday,2014
2014-08-27,841.0,95.82,75594.0,Wednesday,2014
2014-08-28,579.0,96.44,71897.0,Thursday,2014
2014-08-29,617.0,97.86,78280.0,Friday,2014
2014-08-30,1112.0,97.86,96128.0,Saturday,2014
2014-08-31,1357.0,97.86,94032.0,Sunday,2014
2014-09-01,1266.0,97.86,87941.0,Monday,2014
2014-09-02,1140.0,92.92,83895.0,Tuesday,2014
2014-09-03,1016.0,95.5,83264.0,Wednesday,2014
2014-09-04,967.0,94.51,76357.0,Thursday,2014
2014-09-05,908.0,93.32,79393.0,Friday,2014
2014-09-06,1249.0,93.32,97051.0,Saturday,2014
2014-09-07,1205.0,93.32,97206.0,Sunday,2014
2014-09-08,1254.0,92.64,80954.0,Monday,2014
2014-09-09,861.0,92.73,75647.0,Tuesday,2014
2014-09-10,762.0,91.71,77110.0,Wednesday,2014
2014-09-11,698.0,92.89,73413.0,Thursday,2014
2014-09-12,897.0,92.18,77324.0,Friday,2014
2014-09-13,1319.0,92.18,94599.0,Saturday,2014
2014-09-14,1954.0,92.18,91685.0,Sunday,2014
2014-09-15,1072.0,92.86,80209.0,Monday,2014
2014-09-16,1009.0,94.91,78628.0,Tuesday,2014
2014-09-17,1167.0,94.33,76934.0,Wednesday,2014
2014-09-18,886.0,93.07,71000.0,Thursday,2014
2014-09-19,1039.0,92.43,75575.0,Friday,2014
2014-09-20,1162.0,92.43,94175.0,Saturday,2014
2014-09-21,1312.0,92.43,91092.0,Sunday,2014
2014-09-22,1158.0,91.46,76335.0,Monday,2014
2014-09-23,896.0,91.55,74715.0,Tuesday,2014
2014-09-24,1243.0,93.6,75802.0,Wednesday,2014
2014-09-25,810.0,93.59,70769.0,Thursday,2014
2014-09-26,788.0,95.55,73141.0,Friday,2014
2014-09-27,1324.0,95.55,90831.0,Saturday,2014
2014-09-28,1025.0,95.55,89876.0,Sunday,2014
2014-09-29,946.0,94.53,76390.0,Monday,2014
2014-09-30,1046.0,91.17,77820.0,Tuesday,2014
2014-10-01,1182.0,90.74,84960.0,Wednesday,2014
2014-10-02,954.0,91.02,79575.0,Thursday,2014
2014-10-03,1479.071,89.76,84217.0,Friday,2014
2014-10-04,1539.0,89.76,99718.0,Saturday,2014
2014-10-05,1256.0,89.76,94446.0,Sunday,2014
2014-10-06,792.0,90.33,80160.0,Monday,2014
2014-10-07,1003.0,88.89,78066.0,Tuesday,2014
2014-10-08,1084.0,87.29,77046.0,Wednesday,2014
2014-10-09,895.0,85.76,74220.0,Thursday,2014
2014-10-10,1164.0,85.87,83961.0,Friday,2014
2014-10-11,1152.0,85.87,91360.0,Saturday,2014
2014-10-12,1441.0,85.87,86736.0,Sunday,2014
2014-10-13,956.0,85.73,76957.0,Monday,2014
2014-10-14,907.0,81.72,73921.0,Tuesday,2014
2014-10-15,1138.0,81.82,77781.0,Wednesday,2014
2014-10-16,986.0,82.33,73632.0,Thursday,2014
2014-10-17,1020.0,82.8,75640.0,Friday,2014
2014-10-18,1228.0,82.8,94313.0,Saturday,2014
2014-10-19,2057.0,82.8,92246.0,Sunday,2014
2014-10-20,1170.0,82.76,78183.0,Monday,2014
2014-10-21,860.0,83.25,73577.0,Tuesday,2014
2014-10-22,1057.0,80.52,73816.0,Wednesday,2014
2014-10-23,1057.0,82.81,71293.0,Thursday,2014
2014-10-24,812.0,81.27,73477.0,Friday,2014
2014-10-25,1161.0,81.27,92005.0,Saturday,2014
2014-10-26,1547.0,81.27,90363.0,Sunday,2014
2014-10-27,1117.0,81.26,74434.0,Monday,2014
2014-10-28,964.0,81.36,72417.0,Tuesday,2014
2014-10-29,1098.0,82.25,74037.0,Wednesday,2014
2014-10-30,839.0,81.06,71373.0,Thursday,2014
2014-10-31,1176.0,80.53,79380.0,Friday,2014
2014-11-01,1481.0,80.53,96265.0,Saturday,2014
2014-11-02,891.0,80.53,78183.0,Sunday,2014
2014-11-03,1812.563,78.77,91982.0,Monday,2014
2014-11-04,1265.0,77.15,80319.0,Tuesday,2014
2014-11-05,1436.0,78.71,80883.0,Wednesday,2014
2014-11-06,927.0,77.87,75527.0,Thursday,2014
2014-11-07,752.0,78.71,77407.0,Friday,2014
2014-11-08,1294.0,78.71,93764.0,Saturday,2014
2014-11-09,1604.0,78.71,92456.0,Sunday,2014
2014-11-10,985.0,77.43,75496.0,Monday,2014
2014-11-11,949.0,77.85,73496.0,Tuesday,2014
2014-11-12,1168.0,77.16,75032.0,Wednesday,2014
2014-11-13,864.0,74.13,71007.0,Thursday,2014
2014-11-14,892.0,75.91,76645.0,Friday,2014
2014-11-15,1930.0,75.91,92867.0,Saturday,2014
2014-11-16,1739.0,75.91,92544.0,Sunday,2014
2014-11-17,1564.0,75.64,77532.0,Monday,2014
2014-11-18,1191.0,74.55,74317.0,Tuesday,2014
2014-11-19,1048.0,74.55,72588.0,Wednesday,2014
2014-11-20,926.0,75.63,73630.0,Thursday,2014
2014-11-21,1026.0,76.52,77423.0,Friday,2014
2014-11-22,1218.0,76.52,91986.0,Saturday,2014
2014-11-23,1606.0,76.52,90947.0,Sunday,2014
2014-11-24,1022.0,75.74,76731.0,Monday,2014
2014-11-25,1406.0,74.04,73268.0,Tuesday,2014
2014-11-26,930.0,73.7,74865.0,Wednesday,2014
2014-11-27,1044.0,73.7,71278.0,Thursday,2014
2014-11-28,784.0,65.94,78509.0,Friday,2014
2014-11-29,1434.0,65.94,96504.0,Saturday,2014
2014-11-30,1496.0,65.94,96847.0,Sunday,2014
2014-12-01,1333.0,68.98,86943.0,Monday,2014
2014-12-02,1110.0,66.99,84903.0,Tuesday,2014
2014-12-03,1096.0,67.3,82957.0,Wednesday,2014
2014-12-04,926.0,66.73,79357.0,Thursday,2014
2014-12-05,1144.0,65.89,84023.0,Friday,2014
2014-12-06,1567.0,65.89,95549.0,Saturday,2014
2014-12-07,1745.0,65.89,97587.0,Sunday,2014
2014-12-08,1254.0,63.13,86182.0,Monday,2014
2014-12-09,1307.0,63.74,82255.0,Tuesday,2014
2014-12-10,2833.0,60.99,84084.0,Wednesday,2014
2014-12-11,1148.0,60.01,83115.0,Thursday,2014
2014-12-12,1092.0,57.81,86621.0,Friday,2014
2014-12-13,1414.0,57.81,104404.0,Saturday,2014
2014-12-14,1389.0,57.81,102605.0,Sunday,2014
2014-12-15,1077.0,55.96,94336.0,Monday,2014
2014-12-16,1484.0,55.97,96222.0,Tuesday,2014
2014-12-17,1389.516,56.43,99887.0,Wednesday,2014
2014-12-18,1694.0,54.18,102225.0,Thursday,2014
2014-12-19,1612.0,56.91,104187.0,Friday,2014
2014-12-20,1482.0,56.91,118293.0,Saturday,2014
2014-12-21,1578.0,56.91,118694.0,Sunday,2014
2014-12-22,1504.0,55.25,134574.0,Monday,2014
2014-12-23,1791.0,56.78,144513.0,Tuesday,2014
2014-12-24,2473.0,55.7,156546.0,Wednesday,2014
2014-12-25,0.0,55.7,,Thursday,2014
2014-12-26,1812.0,54.59,108760.0,Friday,2014
2014-12-27,1387.0,54.59,98956.0,Saturday,2014
2014-12-28,1425.0,54.59,86890.0,Sunday,2014
2014-12-29,1265.0,53.46,100363.0,Monday,2014
2014-12-30,2311.0,54.14,117100.0,Tuesday,2014
2014-12-31,2004.0,53.45,126952.0,Wednesday,2014
2015-01-01,0.0,53.45,2202.0,Thursday,2015
2015-01-02,1233.0,52.72,96809.0,Friday,2015
2015-01-03,1052.0,52.72,96288.0,Saturday,2015
2015-01-04,879.0,52.72,94496.0,Sunday,2015
2015-01-05,1292.0,50.05,88880.0,Monday,2015
2015-01-06,1034.0,47.98,82581.0,Tuesday,2015
2015-01-07,1099.0,48.69,83804.0,Wednesday,2015
2015-01-08,795.0,48.8,77474.0,Thursday,2015
2015-01-09,897.0,48.35,79379.0,Friday,2015
2015-01-10,1036.0,48.35,92717.0,Saturday,2015
2015-01-11,1243.0,48.35,94679.0,Sunday,2015
2015-01-12,1101.0,46.06,79557.0,Monday,2015
2015-01-13,814.0,45.92,75846.0,Tuesday,2015
2015-01-14,795.0,48.49,77003.0,Wednesday,2015
2015-01-15,708.0,46.37,73949.0,Thursday,2015
2015-01-16,844.0,48.49,76133.0,Friday,2015
2015-01-17,987.0,48.49,96331.0,Saturday,2015
2015-01-18,1610.0,48.49,92139.0,Sunday,2015
2015-01-19,1084.0,48.49,77981.0,Monday,2015
2015-01-20,597.127,46.79,75810.0,Tuesday,2015
2015-01-21,953.0,47.85,77316.0,Wednesday,2015
2015-01-22,854.0,45.93,73150.0,Thursday,2015
2015-01-23,955.0,45.26,76086.0,Friday,2015
2015-01-24,954.0,45.26,94292.0,Saturday,2015
2015-01-25,1387.0,45.26,89418.0,Sunday,2015
2015-01-26,1119.0,44.8,74534.0,Monday,2015
2015-01-27,732.0,45.84,71018.0,Tuesday,2015
2015-01-28,1032.0,44.08,73108.0,Wednesday,2015
2015-01-29,1069.0,44.12,70000.0,Thursday,2015
2015-01-30,784.0,47.79,79491.0,Friday,2015
2015-01-31,1178.0,47.79,96588.0,Saturday,2015
2015-02-01,1919.0,47.79,98364.0,Sunday,2015
2015-02-02,932.0,49.25,84117.0,Monday,2015
2015-02-03,1103.0,53.04,80387.0,Tuesday,2015
2015-02-04,1423.0,48.45,80565.0,Wednesday,2015
2015-02-05,851.0,50.48,78116.0,Thursday,2015
2015-02-06,762.0,51.66,79259.0,Friday,2015
2015-02-07,1223.0,51.66,94991.0,Saturday,2015
2015-02-08,1236.0,51.66,88360.0,Sunday,2015
2015-02-09,1263.0,52.99,79999.0,Monday,2015
2015-02-10,714.0,50.06,76983.0,Tuesday,2015
2015-02-11,647.0,48.8,78118.0,Wednesday,2015
2015-02-12,856.0,51.17,78137.0,Thursday,2015
2015-02-13,1005.0,52.66,95708.0,Friday,2015
2015-02-14,1075.0,52.66,105818.0,Saturday,2015
2015-02-15,1044.0,52.66,77512.0,Sunday,2015
2015-02-16,920.0,52.66,75439.0,Monday,2015
2015-02-17,1013.0,53.56,79643.0,Tuesday,2015
2015-02-18,893.0,52.13,85992.0,Wednesday,2015
2015-02-19,717.0,51.12,78446.0,Thursday,2015
2015-02-20,1030.0,49.95,84726.0,Friday,2015
2015-02-21,1084.0,49.95,92718.0,Saturday,2015
2015-02-22,1323.0,49.95,95074.0,Sunday,2015
2015-02-23,910.0,49.56,76355.0,Monday,2015
2015-02-24,1088.0,48.48,76065.0,Tuesday,2015
2015-02-25,872.0,50.25,75253.0,Wednesday,2015
2015-02-26,707.0,47.65,71797.0,Thursday,2015
2015-02-27,823.0,49.84,80395.0,Friday,2015
2015-02-28,1228.0,49.84,97647.0,Saturday,2015
2015-03-01,1321.0,49.84,100885.0,Sunday,2015
2015-03-02,1339.548,49.59,84649.0,Monday,2015
2015-03-03,1271.0,50.43,83100.0,Tuesday,2015
2015-03-04,862.0,51.53,84199.0,Wednesday,2015
2015-03-05,825.0,50.76,79040.0,Thursday,2015
2015-03-06,1295.0,49.61,82542.0,Friday,2015
2015-03-07,1434.0,49.61,102516.0,Saturday,2015
2015-03-08,1223.0,49.61,95738.0,Sunday,2015
2015-03-09,876.0,49.95,83173.0,Monday,2015
2015-03-10,806.0,48.42,82922.0,Tuesday,2015
2015-03-11,1004.0,48.06,80024.0,Wednesday,2015
2015-03-12,869.405,47.12,75430.0,Thursday,2015
2015-03-13,1556.0,44.88,80200.0,Friday,2015
2015-03-14,1383.0,44.88,98468.0,Saturday,2015
2015-03-15,1067.0,44.88,93123.0,Sunday,2015
2015-03-16,1106.0,43.93,81430.0,Monday,2015
2015-03-17,812.0,43.39,77689.0,Tuesday,2015
2015-03-18,662.0,44.63,75660.0,Wednesday,2015
2015-03-19,592.0,44.02,74414.0,Thursday,2015
2015-03-20,1293.0,46.0,83777.0,Friday,2015
2015-03-21,968.0,46.0,99233.0,Saturday,2015
2015-03-22,1259.0,46.0,93794.0,Sunday,2015
2015-03-23,1046.0,47.4,80606.0,Monday,2015
2015-03-24,902.0,47.03,77293.0,Tuesday,2015
2015-03-25,1260.0,48.75,77842.0,Wednesday,2015
2015-03-26,850.0,51.41,73600.0,Thursday,2015
2015-03-27,1005.421,48.83,80951.0,Friday,2015
2015-03-28,1003.0,48.83,94064.0,Saturday,2015
2015-03-29,1791.0,48.83,91104.0,Sunday,2015
2015-03-30,1104.0,48.66,77318.0,Monday,2015
2015-03-31,1015.0,47.72,80716.0,Tuesday,2015
2015-04-01,1458.0,50.12,89824.0,Wednesday,2015
2015-04-02,1226.0,49.13,90983.0,Thursday,2015
2015-04-03,2749.0,49.13,85946.0,Friday,2015
2015-04-04,1332.0,49.13,99813.0,Saturday,2015
2015-04-05,1058.0,49.13,91181.0,Sunday,2015
2015-04-06,888.0,52.08,85469.0,Monday,2015
2015-04-07,986.889,53.95,81779.0,Tuesday,2015
2015-04-08,1120.0,50.44,81262.0,Wednesday,2015
2015-04-09,589.0,50.79,76461.0,Thursday,2015
2015-04-10,948.0,51.63,81510.0,Friday,2015
2015-04-11,949.0,51.63,97337.0,Saturday,2015
2015-04-12,1055.0,51.63,95678.0,Sunday,2015
2015-04-13,807.0,51.95,82116.0,Monday,2015
2015-04-14,1217.0,53.3,75244.0,Tuesday,2015
2015-04-15,1043.0,56.25,80265.0,Wednesday,2015
2015-04-16,740.0,56.69,77637.0,Thursday,2015
2015-04-17,953.0,55.71,80726.0,Friday,2015
2015-04-18,1217.0,55.71,99304.0,Saturday,2015
2015-04-19,1204.746,55.71,94790.0,Sunday,2015
2015-04-20,1198.0,56.37,82615.0,Monday,2015
2015-04-21,949.0,55.58,78187.0,Tuesday,2015
2015-04-22,970.0,56.17,78529.0,Wednesday,2015
2015-04-23,814.0,56.59,75289.0,Thursday,2015
2015-04-24,1188.0,55.98,79301.0,Friday,2015
2015-04-25,1490.0,55.98,95572.0,Saturday,2015
2015-04-26,869.921,55.98,90784.0,Sunday,2015
2015-04-27,917.0,55.56,77486.0,Monday,2015
2015-04-28,807.0,57.05,73013.0,Tuesday,2015
2015-04-29,978.0,58.55,75690.0,Wednesday,2015
2015-04-30,980.0,59.62,79564.0,Thursday,2015
2015-05-01,1455.0,59.1,94567.0,Friday,2015
2015-05-02,1457.468,59.1,100716.0,Saturday,2015
2015-05-03,1306.0,59.1,94618.0,Sunday,2015
2015-05-04,1424.0,58.92,84198.0,Monday,2015
2015-05-05,904.0,60.38,82729.0,Tuesday,2015
2015-05-06,952.0,60.93,83390.0,Wednesday,2015
2015-05-07,920.0,58.99,80437.0,Thursday,2015
2015-05-08,789.0,59.41,85892.0,Friday,2015
2015-05-09,1400.0,59.41,115616.0,Saturday,2015
2015-05-10,1240.0,59.41,95869.0,Sunday,2015
2015-05-11,1034.0,59.23,81414.0,Monday,2015
2015-05-12,1061.0,60.72,77407.0,Tuesday,2015
2015-05-13,790.0,60.5,75555.0,Wednesday,2015
2015-05-14,702.0,59.89,72043.0,Thursday,2015
2015-05-15,924.0,59.73,80107.0,Friday,2015
2015-05-16,2149.0,59.73,99115.0,Saturday,2015
2015-05-17,2111.0,59.73,97521.0,Sunday,2015
2015-05-18,987.0,59.44,80398.0,Monday,2015
2015-05-19,1125.0,57.3,76783.0,Tuesday,2015
2015-05-20,1286.0,58.96,78779.0,Wednesday,2015
2015-05-21,979.0,60.18,74029.0,Thursday,2015
2015-05-22,935.0,58.88,78307.0,Friday,2015
2015-05-23,1421.0,58.88,95351.0,Saturday,2015
2015-05-24,1331.0,58.88,93816.0,Sunday,2015
2015-05-25,1130.0,58.88,77956.0,Monday,2015
2015-05-26,1077.0,57.29,74097.0,Tuesday,2015
2015-05-27,1164.0,57.51,76164.0,Wednesday,2015
2015-05-28,885.0,57.69,73171.0,Thursday,2015
2015-05-29,1178.0,60.25,83081.0,Friday,2015
2015-05-30,2321.0,60.25,102728.0,Saturday,2015
2015-05-31,1556.0,60.25,108057.0,Sunday,2015
2015-06-01,1710.0,60.24,91732.0,Monday,2015
2015-06-02,1614.0,61.3,84760.0,Tuesday,2015
2015-06-03,1277.0,59.67,82916.0,Wednesday,2015
2015-06-04,1118.0,58.0,79588.0,Thursday,2015
2015-06-05,1042.0,59.11,83671.0,Friday,2015
2015-06-06,1425.0,59.11,99584.0,Saturday,2015
2015-06-07,1732.0,59.11,98730.0,Sunday,2015
2015-06-08,1260.0,58.15,81106.0,Monday,2015
2015-06-09,1035.0,60.15,78401.0,Tuesday,2015
2015-06-10,837.0,61.36,77775.0,Wednesday,2015
2015-06-11,765.0,60.74,73723.0,Thursday,2015
2015-06-12,1025.0,59.96,79332.0,Friday,2015
2015-06-13,1488.0,59.96,95583.0,Saturday,2015
2015-06-14,1876.0,59.96,93452.0,Sunday,2015
2015-06-15,979.0,59.53,79423.0,Monday,2015
2015-06-16,1228.0,60.01,80948.0,Tuesday,2015
2015-06-17,1177.0,59.89,80273.0,Wednesday,2015
2015-06-18,1046.0,60.41,76902.0,Thursday,2015
2015-06-19,986.0,59.62,83715.0,Friday,2015
2015-06-20,2218.0,59.62,108362.0,Saturday,2015
2015-06-21,1570.0,59.62,92077.0,Sunday,2015
2015-06-22,1507.0,60.01,81755.0,Monday,2015
2015-06-23,1007.0,61.05,78858.0,Tuesday,2015
2015-06-24,1087.0,60.01,74979.0,Wednesday,2015
2015-06-25,1105.0,59.59,72661.0,Thursday,2015
2015-06-26,830.0,59.41,78165.0,Friday,2015
2015-06-27,1409.0,59.41,92052.0,Saturday,2015
2015-06-28,1786.0,59.41,93170.0,Sunday,2015
2015-06-29,1181.0,58.34,76946.0,Monday,2015
2015-06-30,1413.0,59.48,80264.0,Tuesday,2015
2015-07-01,1917.278,56.94,89117.0,Wednesday,2015
2015-07-02,1267.0,56.93,83862.0,Thursday,2015
2015-07-03,1341.0,56.93,88101.0,Friday,2015
2015-07-04,1919.0,56.93,102116.0,Saturday,2015
2015-07-05,2131.0,56.93,94248.0,Sunday,2015
2015-07-06,1200.0,52.48,86147.0,Monday,2015
2015-07-07,1579.0,52.33,76716.0,Tuesday,2015
2015-07-08,990.0,51.61,84116.0,Wednesday,2015
2015-07-09,1044.0,52.76,79197.0,Thursday,2015
2015-07-10,1013.0,52.74,81733.0,Friday,2015
2015-07-11,1372.0,52.74,91861.0,Saturday,2015
2015-07-12,1857.0,52.74,90004.0,Sunday,2015
2015-07-13,1158.0,52.19,80081.0,Monday,2015
2015-07-14,1063.0,53.05,76798.0,Tuesday,2015
2015-07-15,1262.0,51.4,80203.0,Wednesday,2015
2015-07-16,1396.0,50.9,77483.0,Thursday,2015
2015-07-17,923.452,50.88,82400.0,Friday,2015
2015-07-18,1742.0,50.88,93463.0,Saturday,2015
2015-07-19,2346.0,50.88,89543.0,Sunday,2015
2015-07-20,1398.0,50.11,82542.0,Monday,2015
2015-07-21,1267.0,50.59,78316.0,Tuesday,2015
2015-07-22,1137.0,49.27,77969.0,Wednesday,2015
2015-07-23,792.0,48.11,74744.0,Thursday,2015
2015-07-24,1006.81,47.98,83784.0,Friday,2015
2015-07-25,1424.0,47.98,92906.0,Saturday,2015
2015-07-26,1683.0,47.98,90148.0,Sunday,2015
2015-07-27,957.0,47.17,80240.0,Monday,2015
2015-07-28,1221.0,47.97,77193.0,Tuesday,2015
2015-07-29,833.0,48.77,78724.0,Wednesday,2015
2015-07-30,1214.0,48.53,75122.0,Thursday,2015
2015-07-31,1485.0,47.11,85907.0,Friday,2015
2015-08-01,2583.0,47.11,105307.0,Saturday,2015
2015-08-02,2022.0,47.11,97134.0,Sunday,2015
2015-08-03,1278.0,45.25,89639.0,Monday,2015
2015-08-04,1630.0,45.75,85613.0,Tuesday,2015
2015-08-05,1589.0,45.13,84912.0,Wednesday,2015
2015-08-06,1235.0,44.69,80008.0,Thursday,2015
2015-08-07,1332.0,43.87,85461.0,Friday,2015
2015-08-08,1554.0,43.87,93044.0,Saturday,2015
2015-08-09,1405.0,43.87,79233.0,Sunday,2015
2015-08-10,1820.0,44.94,87127.0,Monday,2015
2015-08-11,1400.0,43.11,82118.0,Tuesday,2015
2015-08-12,1174.0,43.22,82224.0,Wednesday,2015
2015-08-13,1088.0,42.27,77320.0,Thursday,2015
2015-08-14,1073.0,42.45,85068.0,Friday,2015
2015-08-15,1254.0,42.45,101204.0,Saturday,2015
2015-08-16,2129.0,42.45,91810.0,Sunday,2015
2015-08-17,1352.0,41.93,84497.0,Monday,2015
2015-08-18,1315.0,42.58,81121.0,Tuesday,2015
2015-08-19,1438.0,40.75,81318.0,Wednesday,2015
2015-08-20,1068.0,41.0,78717.0,Thursday,2015
2015-08-21,1056.0,40.45,85259.0,Friday,2015
2015-08-22,1945.0,40.45,94782.0,Saturday,2015
2015-08-23,1624.0,40.45,89641.0,Sunday,2015
2015-08-24,1269.0,38.22,82462.0,Monday,2015
2015-08-25,1500.008,39.15,78984.0,Tuesday,2015
2015-08-26,1167.0,38.5,78623.0,Wednesday,2015
2015-08-27,867.0,42.47,75910.0,Thursday,2015
2015-08-28,918.0,45.29,81668.0,Friday,2015
2015-08-29,2166.0,45.29,96050.0,Saturday,2015
2015-08-30,1780.254,45.29,92502.0,Sunday,2015
2015-08-31,1639.0,49.2,86301.0,Monday,2015
2015-09-01,1567.496,45.38,90485.0,Tuesday,2015
2015-09-02,1743.0,46.3,88953.0,Wednesday,2015
2015-09-03,1154.985,46.75,83192.0,Thursday,2015
2015-09-04,1096.0,46.02,84429.0,Friday,2015
2015-09-05,1573.173,46.02,103308.0,Saturday,2015
2015-09-06,2041.0,46.02,100483.0,Sunday,2015
2015-09-07,1758.0,46.02,85728.0,Monday,2015
2015-09-08,1479.0,45.92,81290.0,Tuesday,2015
2015-09-09,1104.0,44.13,81083.0,Wednesday,2015
